LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:734516,das ist echt gut!,that's pretty good!,that's pretty good!,Player,VolleyKidChat
line:ac8f02,yeah!,yeah!,yeah!,Original,VolleyKidChat
line:4e13fc,wir sind ein gutes team!,we make a good team!,we make a good team!,Original,VolleyKidChat
line:b5a671,"ich denke, das wird geschichte schreiben",i think this is history in the making,i think this is history in the making,Original,VolleyKidChat
line:05ad24,das würde ich auch sagen,i'd say so,i'd say so,Player,VolleyKidChat
line:53839d,woah,woah,woah,Player,GiveVolleyPrize3
line:0316a3,bitte behalte sie!,please keep it!,please keep it!,Original,GiveVolleyPrize3
line:2e1d70,so kannst du dich immer\nan diesen moment erinnern!!,so you can remember\nthis moment forever!!,so you can remember\nthis moment forever!!,Original,GiveVolleyPrize3
line:9e97cf,ich versuche es,i'll try,i'll try,Player,GiveVolleyPrize3
line:6b4643,ähh,uhh,uhh,Original,WalkieMidRace
line:2815c3,ich laufe und rede hier,i'm running and talking here,i'm running and talking here,Original,WalkieMidRace
line:fce2e0,"aber, was ist los?","but, what's up?","but, what's up?",Original,WalkieMidRace
line:42b890,hey!,hey!,hey!,Original,WalkieMidRace
line:b78535,ich warte auf dich,i'm waiting for you,i'm waiting for you,Original,WalkieMidRace
line:9f0846,was ist los?,what's up?,what's up?,Original,WalkieMidRace
line:4664cb,lass' uns nochmal von vorne anfangen!,let's start over!,-> let's start over!,Player,WalkieMidRace
line:0b9471,ich geb' auf,i give up,-> i give up,Player,WalkieMidRace
line:3f3cb7,nicht viel,nothing much,-> nothing much,Player,WalkieMidRace
line:2fad91,"oh, äh","oh, uh","oh, uh",Player,WalkieMidRace
line:c725b9,klar doch können wir\nnochmal von vorne starten,"sure, we can start over","sure, we can start over",Player,WalkieMidRace
line:eeec64,"aww, nagut","aww, well","aww, well",Player,WalkieMidRace
line:cf0cb8,okay denke ich,ok i guess,ok i guess,Player,WalkieMidRace
line:cdbd9e,es ist keine zeit für einen kaffeeklatsch,there's no time to chit chat,there's no time to chit chat,Player,WalkieMidRace
line:b7ad54,das rennen läuft gerade!,a race is underway!,a race is underway!,Player,WalkieMidRace
line:23d9ce,oh ok,oh ok,oh ok,Player,WalkieMidRace
line:112092,bis bald?,see you soon?,see you soon?,Player,WalkieMidRace
line:36e8b5,"hey, wo bist du?","hey, where are you?","hey, where are you?",Original,WalkieNotRacing
line:666c07,äh...,uh...,uh...,Original,WalkieNotRacing
line:3957bb,ein bisschen irgendwo umherwandern...,just wandering around somewhere...,just wandering around somewhere...,Original,WalkieNotRacing
line:ac1f13,ich bin immer noch am leuchtturm!,i'm still at the lighthouse!,i'm still at the lighthouse!,Original,WalkieNotRacing
line:422cc9,ich bin immer noch in diesem alten gebäude!,i'm still at that old building!,i'm still at that old building!,Original,WalkieNotRacing
line:c210da,ich bin immer noch auf der sptize des berges!,i'm still at the top of the mountain!,i'm still at the top of the mountain!,Original,WalkieNotRacing
line:80c82b,äm...,um...,um...,Original,WalkieNotRacing
line:35662f,ich weiß nicht!,i don't know!,i don't know!,Original,WalkieNotRacing
line:9063e5,ich hänge ein bisschen am royal ridge ab!,i'm hanging out at the royal ridge!,i'm hanging out at the royal ridge!,Original,WalkieNotRacing
line:c8f6dd,ich bin in der nähe des friedhofes!,i'm around the graveyard!,i'm around the graveyard!,Original,WalkieNotRacing
line:c37eaf,ich bin in der nähe des besucherzentrums!,i'm near the visitor center!,i'm near the visitor center!,Original,WalkieNotRacing
line:b3b718,ähh...,uhh...,uhh...,Original,WalkieNotRacing
line:f6baec,ich weiß es nicht!,i don't know!,i don't know!,Original,WalkieNotRacing
line:0f245f,hallo?,hello?,hello?,Original,WalkieNobody
line:b840fb,ist irgend jemand da?,is anyone there?,is anyone there?,Original,WalkieNobody
line:57b389,...,...,...,Original,WalkieNobody
line:fcfe77,"hey, ich bin genau hier!","hey, i'm right here!","hey, i'm right here!",RaceOpponent,WalkieOnScreen
line:a2947e,hey,hey,hey,Player,FishingTutorialStart
line:0ef52a,hallo nochmal,hello again,hello again,Original,FishingTutorialStart
line:0f9dd9,kannst du mir beibringen wie man fischt?,can you teach me how to fish?,-> can you teach me how to fish?,Player,FishingTutorialStart
line:6a7217,äh ich muss gehen,uh gotta go,-> uh gotta go,Player,FishingTutorialStart
line:bc3e3a,sicher doch,sure,sure,Original,FishingTutorialStart
line:ab1fac,alles klärchen,alrighty,alrighty,Original,FishingTutorialStart
line:3a790b,dann geh' los,you get going then,you get going then,Original,FishingTutorialStart
line:b212b9,wie geht es dir?,how's it going?,how's it going?,Player,FishingTutorialStart
line:789ef4,gut,good,good,Original,FishingTutorialStart
line:8e7edc,die fische beißen heute aber zu,the fish are biting today,the fish are biting today,Original,FishingTutorialStart
line:1f5189,cool cool,cool cool,cool cool,Player,FishingTutorialStart
line:c44b59,also,so,so,Player,FishingTutorialStart
line:a4385e,äh,uh,uh,Player,FishingTutorialStart
line:ded164,ist angeln schwierig?,is fishing hard?,is fishing hard?,Player,FishingTutorialStart
line:9666a7,nein,nope,nope,Original,FishingTutorialStart
line:91cca3,es ist einfach,it's easy,it's easy,Original,FishingTutorialStart
line:f48c91,"ich kann es dir zeigen,\nwenn du willst","i could show you,\nif you'd like","i could show you,\nif you'd like",Original,FishingTutorialStart
line:1c9ae7,yeah!,yeah!,-> yeah!,Player,FishingTutorialStart
line:9caa9b,nicht jetzt...,not now...,-> not now...,Player,FishingTutorialStart
line:f4c5b4,...ich muss irgendwo anders hin,...i've got somewhere to be,...i've got somewhere to be,Player,FishingTutorialStart
line:f278bb,später vielleicht!,maybe later!,maybe later!,Player,FishingTutorialStart
line:291979,"wirf deine leine, ist echt leicht",casting yer line is pretty easy,casting yer line is pretty easy,Original,FishTutCastStart
line:6604e8,drücke einfach <color=red>{{UseItemButton}}</color>,just press <color=red>{{UseItemButton}}</color>,just press <color=red>{{UseItemButton}}</color>,Original,FishTutCastStart
line:7c1ab4,also,so,so,Player,FishTutChatStart
line:0d5261,äh,uh,uh,Player,FishTutChatStart
line:27214f,was mache ich jetzt?,what do i do now?,what do i do now?,Player,FishTutChatStart
line:d61168,du wartest,ya wait,ya wait,Original,FishTutChatStart
line:82e61b,oh,oh,oh,Player,FishTutChatStart
line:57dd59,ok,ok,ok,Player,FishTutChatStart
line:4881ca,ähh,uhh,uhh,Player,FishTutChatStart
line:208931,mach' ich das richtig?,am i doing this right?,am i doing this right?,Player,FishTutChatStart
line:0ee4bd,jup,yup,yup,Original,FishTutChatStart
line:9738da,vielleicht,maybe,maybe,Player,FishTutChatStart
line:d20e40,sollte ich nochmal\ndie leine werfen?,i should cast it again?,i should cast it again?,Player,FishTutChatStart
line:2b2920,du weißt schon,you know,you know,Player,FishTutChatStart
line:a8b829,eine bessere stelle finden?,find a better spot?,find a better spot?,Player,FishTutChatStart
line:143bf5,diese stelle ist schon gut,this spot is good,this spot is good,Original,FishTutChatStart
line:a6ae7b,ich habe hier vorhin\nein paar fische gesehen,i saw some fish\naround here earlier,i saw some fish\naround here earlier,Original,FishTutChatStart
line:7aaa7b,das ist ein gutes zeichen,that's a good sign,that's a good sign,Original,FishTutChatStart
line:bb4c5a,manchmal,sometimes,sometimes,Original,FishTutChatStart
line:fedeb0,du musst nur warten,you just gotta wait,you just gotta wait,Original,FishTutChatStart
line:fa0c59,in der ruhe liegt die kraft,patience is key,patience is key,Original,FishTutChatStart
line:c98dd5,hmm,hmm,hmm,Player,FishTutChatStart
line:3391fe,nicht meine starke seite,not my strong suit,not my strong suit,Player,FishTutChatStart
line:6176a1,schau' da!,look alive!,look alive!,Original,FishTutNibbleStart
line:711ad5,ein fisch knabbert an,a fish is nibbling,a fish is nibbling,Original,FishTutNibbleStart
line:ec2b87,soll ich ihn herausziehen?,should i pull it out?,should i pull it out?,Player,FishTutNibbleStart
line:ea2579,noch nicht...,not yet...,not yet...,Original,FishTutNibbleStart
line:2d1808,du musst warten\nbis er anbeißt,ya gotta wait\nfor it to bite,ya gotta wait\nfor it to bite,Original,FishTutNibbleStart
line:21ea75,jetzt!,now!,now!,Original,FishTutBiteStart
line:022e5a,drücke <color=red>{{UseItemButton}}</color> um ihn rauszuziehen!,press <color=red>{{UseItemButton}}</color> to yank it out!,press <color=red>{{UseItemButton}}</color> to yank it out!,Original,FishTutBiteStart
line:f28977,AHHH,UHHH,UHHH,Player,FishTutPullStart
line:1b9660,WAS SOLL ICH JETZT TUN!?,WHAT DO I DO NOW!?,WHAT DO I DO NOW!?,Player,FishTutPullStart
line:62edd4,<color=red>zurück ziehen</color> und <color=red>{{UseItemButton}} tippen</color> um es einzuspulen!,<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,Original,FishTutPullStart
line:0a85bc,siehst du?,see?,see?,Original,FishTutDoneStart
line:797b04,so leicht wie ein kuchen,easy as pie,easy as pie,Original,FishTutDoneStart
line:a8f041,ich weiß nicht ob ich das gesagt habe,i dunno if i'd say that,i dunno if i'd say that,Player,FishTutDoneStart
line:938324,ich bin schlecht im backen,i suck at baking,i suck at baking,Player,FishTutDoneStart
line:5d1fb5,Ich glaube ich meine,i guess i mean,i guess i mean,Original,FishTutDoneStart
line:951cea,so leicht wie...,as easy as...,as easy as...,Original,FishTutDoneStart
line:d50e44,...einen kuchen essen?,...eating pie?,...eating pie?,Original,FishTutDoneStart
line:b792ef,das passt schon eher zu mir,i can get behind that,i can get behind that,Player,FishTutDoneStart
line:5a3560,also was mache ich nun mit dem fisch?,sorry i fell in the water,sorry i fell in the water,Player,FisherTalk
line:301d2a,"was auch immer du willst, kind",it's pretty embarrassing...,it's pretty embarrassing...,Player,FisherTalk
line:6df5aa,gut,not at all,not at all,Original,FisherTalk
line:106ccc,"danke, dass du mir gezeigt hast wie man angelt","you've got spirit, kid","you've got spirit, kid",Original,FisherTalk
line:2d127f,kein problem,so what do i do with the fish?,so what do i do with the fish?,Player,FisherTalk
line:d22a1d,du bist ein naturtalent,"whatever you want, kid","whatever you want, kid",Original,FisherTalk
line:b3a844,ich fühl' mich nicht wie eins!,well,well,Player,FisherTalk
line:edae7d,thanks for showing me how to fish,thanks for showing me how to fish,If you talk to them again.,Player,FisherTalk
line:7d90ad,no problem,no problem,If you fell in the water they'll say this.,Original,FisherTalk
line:4dde16,you'll get the hang\nof it eventually,you'll get the hang\nof it eventually,,Original,FisherTalk
line:a1f06c,yer a natural,yer a natural,"If you didn't, they'll say this.",Original,FisherTalk
line:e15e41,i don't feel like one!,i don't feel like one!,,Player,FisherTalk
line:f5e703,howdy!,howdy!,howdy!,Original,FishBuyerStart
line:f86c61,hast du fische?,got any fish?,got any fish?,Original,FishBuyerStart
line:5f8ba4,noch nicht!,not right now!,not right now!,Player,FishBuyerStart
line:3272ea,howdy,howdy,howdy,Original,FishBuyerStart
line:1aa413,hi!,hi!,hi!,Player,FishBuyerStart
line:9c378b,was tus'dn?,whatcha doing?,whatcha doing?,Player,FishBuyerStart
line:3af5c8,eine pause machen!,takin' a break!,takin' a break!,Original,FishBuyerStart
line:ebebee,hehe,heh,heh,Original,FishBuyerStart
line:55ce13,"sag' es niemanden, klar?","don't tell anyone, alright?","don't tell anyone, alright?",Original,FishBuyerStart
line:35f2e4,das werd' ich nicht,i won't,i won't,Player,FishBuyerStart
line:465370,"ich weiß noch nichtmal,\nwem ich das erzählen soll!",i don't even know\nwho i'd tell!,i don't even know\nwho i'd tell!,Player,FishBuyerStart
line:2dffb9,"puh, gut","heh, good","heh, good",Original,FishBuyerStart
line:f34e5d,ich kann nicht abwarten\nheute fertig zu werden,i can't wait to\nbe done today,i can't wait to\nbe done today,Original,FishBuyerStart
line:344b05,wenn meine schicht vorbei ist,when my shift's over,when my shift's over,Original,FishBuyerStart
line:c78884,werde ich ein paar\nseltene fische fangen!,i'll be out catchin'\nme some rare fish!,i'll be out catchin'\nme some rare fish!,Original,FishBuyerStart
line:b1ae1b,"das ist mein hobby, bis bald","it's my hobby, ya see","it's my hobby, ya see",Original,FishBuyerStart
line:ffc7e7,wenn du zufällig auch\nselbst Fische fängst...,if you happen to net\nsome fish yourself...,if you happen to net\nsome fish yourself...,Original,FishBuyerStart
line:80b8d1,...bring' sie zu mir und ich\ngeb' dir im gegenzug münzen dafür!,...bring them to me and\ni'll trade ya coin!,...bring them to me and\ni'll trade ya coin!,Original,FishBuyerStart
line:498ec5,ich habe selbst schon\neinige fische gefangen!,i caught some fish already!,i caught some fish already!,Player,FishBuyerStart
line:e58d91,oh?,oh?,oh?,Original,FishBuyerStart
line:e63e16,kann ich einen blick\ndrauf werfen?,can i take a look at 'em?,can i take a look at 'em?,Original,FishBuyerStart
line:474bc1,ich würde gerne\neine angelrute haben!,i would if i had\na fishing rod!,i would if i had\na fishing rod!,Original,FishBuyerStart
line:9fd6f9,du weißt,ya know,ya know,Original,FishBuyerStart
line:9970ab,mein freund bill kann dir\nvielleicht eine leihen,my friend bill might be\nable to lend you one,my friend bill might be\nable to lend you one,Original,FishBuyerStart
line:c59c53,er angelt die ganze zeit,he's out fishing all the time,,Original,FishBuyerStart
line:5109d5,hört sich gut an für mich!,sounds good to me!,,Original,FishBuyerStart
line:440856,wirf mal einen blick drauf...,take a look at this...,-> take a look at this...,Player,FishBuyerMenu
line:1a0169,nicht jetzt,not right now,-> not right now,Player,FishBuyerMenu
line:367d35,alles klärchen,alrighty,alrighty,Original,FishBuyerMenu
line:3f698b,ist das alles?,is that all?,is that all?,Original,BuyFishEnd
line:a459c7,wirf mal einen blick drauf...,take a look at this...,-> take a look at this...,Player,BuyFishEnd
line:b45043,das ist alles!,that's all!,-> that's all!,Player,BuyFishEnd
line:50990b,freut mich mir dir geschäfte zu machen,pleasure doin'\nbusiness with ya,pleasure doin'\nbusiness with ya,Original,BuyFishEnd
line:3a381e,das ist bis jetzt alles!,that's all for now!,that's all for now!,Original,BuyFishEnd
line:6d06d0,sorry pal,sorry pal,sorry pal,Original,BuyFishAgain
line:12195a,leider hab' ich den fisch schon,i've already got that fish,i've already got that fish,Original,BuyFishAgain
line:19ef60,aber...,but...,but...,Original,BuyFishAgain
line:767d57,"ich kann deinen <color=red>köder</color> gegen\neinen fisch eintauschen, den du\nmir schon gegeben hast!",i can trade you <color=red>bait</color> for fish\nyou've already given me!,i can trade you <color=red>bait</color> for fish\nyou've already given me!,Original,BuyFishAgain
line:78df10,sicher kannst du fische\nauch ohne köder fangen,"sure, you can catch\nfish without bait","sure, you can catch\nfish without bait",Original,BuyFishAgain
line:c0e82a,aber <color=red>es geht viel schneller</color> mit einem!,but <color=red>it's a lot faster</color> with it!,but <color=red>it's a lot faster</color> with it!,Original,BuyFishAgain
line:5a2721,ich könnte dir dafür köder geben,i'll trade you bait for that,i'll trade you bait for that,Original,BuyFishAgain
line:e92255,'till next time!,till next time!,'till next time!,Original,BuyFishCancel
line:61c4db,du bist ziemlich gut darin!,you're quite good at this!,you're quite good at this!,Original,BuyFishAction
line:24427b,du solltest mein taschenbuch nehmen,you should take my journal,you should take my journal,Original,BuyFishAction
line:e9c9ba,"das hilft dir die fische im\nüberblick zu behalten, die du gefunden hast",it'll help ya keep track\nof the fish you've found,it'll help ya keep track\nof the fish you've found,Original,BuyFishAction
line:3ff5f0,also,so,so,Original,BuyFishAction
line:1d1e6e,nun gut!,well now!,well now!,Original,BuyFishAction
line:f8c779,wenn ich mich nicht irre,if i'm not mistaken,if i'm not mistaken,Original,BuyFishAction
line:0aa198,"schaut es so aus, als hättest du\nalle fische von meinem taschenbuch gefangen!",it seems like you've gotten me\nall the fish from my journal!,it seems like you've gotten me\nall the fish from my journal!,Original,BuyFishAction
line:01fa28,claire!,claire!,claire!,Original,BuyFishAction
line:ede695,du hast wirklich ein talent für sowas!,you've REALLY got\na knack for this!,you've REALLY got\na knack for this!,Original,BuyFishAction
line:fcd7dc,danke!,thanks!,thanks!,Player,BuyFishAction
line:044f51,hmm,hmm,hmm,Original,BuyFishAction
line:bc62db,"ich hab' was gefunden, dass\nvielleicht nützlich für dich wäre",i've got something i think\nyou might find useful,i've got something i think\nyou might find useful,Original,BuyFishAction
line:fb202a,ich denke ich kann dir das anvertrauen,i think i can trust you with this,i think i can trust you with this,Original,BuyFishAction
line:ae9b42,wow!,wow!,wow!,Player,BuyFishAction
line:589568,es ist echt sehr hübsch,it's very pretty,it's very pretty,Player,BuyFishAction
line:c61af9,seltene fische werden von ihr angezogen,rare fish are drawn to it,rare fish are drawn to it,Original,BuyFishAction
line:6cd696,du könntest einen interessanten\nfisch damit finden!,ya might find some\ninteresting fish with it!,ya might find some\ninteresting fish with it!,Original,BuyFishAction
line:c99a3d,aber verlier' sie nicht,but don't lose it,but don't lose it,Original,BuyFishAction
line:582f35,sie ist sehr kostbar für mich,it's very precious to me,it's very precious to me,Original,BuyFishAction
line:20f45e,sie wurde mehrere generationen\nin meiner familie weitergegeben,it's been passed down for\ngenerations within my family,it's been passed down for\ngenerations within my family,Original,BuyFishAction
line:b56eb9,woah,woah,woah,Player,BuyFishAction
line:166488,also,also,also,Original,BuyFishAction
line:91991d,sie ist auch aus gold,it's also made of gold,it's also made of gold,Original,BuyFishAction
line:92032c,also,so,so,Original,BuyFishAction
line:dd66ae,ja,yeah,yeah,Original,BuyFishAction
line:b9163e,verlier' sie nicht!,don't lose it!,don't lose it!,Original,BuyFishAction
line:c74434,das werde ich nicht!,i won't!,i won't!,Player,BuyFishAction
line:b56f2a,"der {{FishName}}, eh?","the {{FishName}}, eh?","the {{FishName}}, eh?",Original,BuyFishQuip
line:97bebb,ich gebe dir {{FishPrice}} für den,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
line:894a90,schau dir den mal an!,would you look at that!,would you look at that!,Original,BuyFishQuip
line:07d9c0,der {{FishName}}!,the {{FishName}}!,the {{FishName}}!,Original,BuyFishQuip
line:88a69a,dafür kann ich dir {{FishPrice}} geben,i can give you {{FishPrice}} for it,i can give you {{FishPrice}} for it,Original,BuyFishQuip
line:8b666f,guter fang,nice catch,nice catch,Original,BuyFishQuip
line:fd1bc1,der {{FishName}} ist einer\nmeiner persönlichen favoriten,the {{FishName}} is a\npersonal favourite of mine,the {{FishName}} is a\npersonal favourite of mine,Original,BuyFishQuip
line:e586e5,ich tausche {{FishPrice}} münzen mit dir,i'll trade you {{FishPrice}} coins for it,i'll trade you {{FishPrice}} coins for it,Original,BuyFishQuip
line:7b947d,gut!,good one!,good one!,Original,BuyFishQuip
line:afa6f1,der {{FishName}} ist mir schon\neine zeit lang ausgewichen,the {{FishName}} has\nevaded me for a while,the {{FishName}} has\nevaded me for a while,Original,BuyFishQuip
line:85a662,aber jetzt nicht mehr!,but no longer!,but no longer!,Original,BuyFishQuip
line:33eb67,ich gebe dir {{FishPrice}} für ihn,i'll give you {{FishPrice}} for it,i'll give you {{FishPrice}} for it,Original,BuyFishQuip
line:4b40dd,der {{FishName}}...,the {{FishName}}...,the {{FishName}}...,Original,BuyFishQuip
line:0f5fd0,bin nicht so ein fan von ihm,not a fan of this one,not a fan of this one,Original,BuyFishQuip
line:34830c,hat mich einmal gebissen!,bit me once!,bit me once!,Original,BuyFishQuip
line:5182f6,aber ich gucke trotzdem nach ihn!,but i'm still looking for it!,but i'm still looking for it!,Original,BuyFishQuip
line:a781ea,ich gebe dir {{FishPrice}} münzen,i'll give you {{FishPrice}} coin,i'll give you {{FishPrice}} coin,Original,BuyFishQuip
line:b000f2,ah der {{FishName}},ah the {{FishName}},ah the {{FishName}},Original,BuyFishQuip
line:94362f,dieser hier ist sehr\nbeliebt auf hawk peak,this one is popular here at hawk peak,this one is popular here at hawk peak,Original,BuyFishQuip
line:3f17f4,ich gebe dir...,i'll give you...,i'll give you...,Original,BuyFishQuip
line:be6b8e,...{{FishPrice}} münzen dafür,...{{FishPrice}} coins for it,...{{FishPrice}} coins for it,Original,BuyFishQuip
line:b983f1,der {{FishName}},the {{FishName}},the {{FishName}},Original,BuyFishQuip
line:53d466,hmm,hmm,hmm,Original,BuyFishQuip
line:09a6c0,ich denke {{FishPrice}} münzen\nist ein fairer preis,i think {{FishPrice}} coins\nseems like a fair price,i think {{FishPrice}} coins\nseems like a fair price,Original,BuyFishQuip
line:af44d3,warte mal...,now hold on...,now hold on...,Original,BuyRareFishQuip
line:68b8f5,was ist DAS?!,what is THIS?!,what is THIS?!,Original,BuyRareFishQuip
line:3932c2,der seltene {{FishName}}?!?,the rare {{FishName}}?!?,the rare {{FishName}}?!?,Original,BuyRareFishQuip
line:33b39b,das ist ja ein mächtiger fang hier!,that's a mighty catch right there!,that's a mighty catch right there!,Original,BuyRareFishQuip
line:4b6053,ich zahl' dir {{FishPrice}} münzen dafür!,i'll pay ya {{FishPrice}} coins for it!,i'll pay ya {{FishPrice}} coins for it!,Original,BuyRareFishQuip
line:92a95e,"...nun, was ist das?","...now, what is this?","...now, what is this?",Original,BuyRareFishQuip
line:57c68d,diesen erkenne ich nicht,i don't recognize this one,i don't recognize this one,Original,BuyRareFishQuip
line:628f42,...,...,...,Original,BuyRareFishQuip
line:64082f,ist das der {{FishName}}?,is that the {{FishName}}?,is that the {{FishName}}?,Original,BuyRareFishQuip
line:318344,das ist ein seltener fang!,that's a rare find!,that's a rare find!,Original,BuyRareFishQuip
line:55326e,ich gebe dir {{FishPrice}} damit ich den\nzu meiner sammlung hinzufügen kann!,i'll give you {{FishPrice}} to add\nit to my collection!,i'll give you {{FishPrice}} to add\nit to my collection!,Original,BuyRareFishQuip
line:6a3b6c,du willst mich wohl veräppeln,you've GOT to be kidding me,you've GOT to be kidding me,Original,BuyRareFishQuip
line:649c04,du hast es geschafft den\n{{FishName}} zu fangen!?,you netted the {{FishName}}!?,you netted the {{FishName}}!?,Original,BuyRareFishQuip
line:f4fe1c,meine güte!,gosh dang it!,gosh dang it!,Original,BuyRareFishQuip
line:7ba8b6,du hast wirklich ein\nflügelchen fürs fischen!,you've really got\na knack for fishing!,you've really got\na knack for fishing!,Original,BuyRareFishQuip
line:30fc6c,ich weiß nicht so!,i dunno about that!,i dunno about that!,Player,BuyRareFishQuip
line:fe0468,tja,welp,welp,Original,BuyRareFishQuip
line:c9145d,dafür muss ich dir mindestens {{FishPrice}} münzen geben!,i gotta give you at\nleast {{FishPrice}} coins for this!,i gotta give you at\nleast {{FishPrice}} coins for this!,Original,BuyRareFishQuip
line:dd00eb,WAS ZUM TEUFEL?!,WHAT THE HECKY?!,WHAT THE HECKY?!,Original,BuyRareFishQuip
line:167408,claire,claire,claire,Original,BuyRareFishQuip
line:e73033,du bist eine angellegende!,you're a fishing legend!,you're a fishing legend!,Original,BuyRareFishQuip
line:95aed6,der {{FishName}}\nist ein komplizierter fang!,the {{FishName}}\nis one TRICKY catch!,the {{FishName}}\nis one TRICKY catch!,Original,BuyRareFishQuip
line:0cee57,ich werde dir\n{{FishPrice}} münzen dafür geben!,i'll be givin' you\n{{FishPrice}} coin for that!,i'll be givin' you\n{{FishPrice}} coin for that!,Original,BuyRareFishQuip
line:11948d,"ich glaube, mich laust der affe!",well i'll be!,well i'll be!,Original,BuyRareFishQuip
line:80ebac,der {{FishName}} huh?,the {{FishName}} huh?,the {{FishName}} huh?,Original,BuyRareFishQuip
line:c4e192,wir kennen uns schon ewig,we go way back,we go way back,Original,BuyRareFishQuip
line:ea1733,das letzte mal als ich diesen kerl\ngesehen habe war vor ganzen FÜNF jahren!,the last time i saw this guy\nwas almost FIVE whole years ago!,the last time i saw this guy\nwas almost FIVE whole years ago!,Original,BuyRareFishQuip
line:e2023a,"du siehst,","ya see,","ya see,",Original,BuyRareFishQuip
line:49307f,ich hatte ihn am haken,i had it on the hook,i had it on the hook,Original,BuyRareFishQuip
line:79fe4a,er hatte wirklich stark gezogen,it was givin' a real strong tug,it was givin' a real strong tug,Original,BuyRareFishQuip
line:08d8a6,und ich meine,and i mean,and i mean,Original,BuyRareFishQuip
line:fbeb38,was dieser fisch-,like this fish-,like this fish-,Original,BuyRareFishQuip
line:43ea55,für muskeln hat kannst\ndu dir nicht vorstellen!,has got muscles like\nyou wouldn't believe!,has got muscles like\nyou wouldn't believe!,Original,BuyRareFishQuip
line:7fa3cf,es hat mich fast\naus dem boot gerissen!,it nearly pulled me\noff the boat!,it nearly pulled me\noff the boat!,Original,BuyRareFishQuip
line:5894ed,nicht möglich!,no way!,no way!,Player,BuyRareFishQuip
line:1feda5,doch möglich!,yeah way!,yeah way!,Original,BuyRareFishQuip
line:5233ac,wie auch immer...,anyway...,anyway...,Original,BuyRareFishQuip
line:c96826,ich gebe dir {{FishPrice}}\nmünzen für diesen hier!,i gotta give you {{FishPrice}}\ncoin for this one!,i gotta give you {{FishPrice}}\ncoin for this one!,Original,BuyRareFishQuip
line:9a2691,der {{FishName}}!?,the {{FishName}}!?,the {{FishName}}!?,Original,BuyRareFishQuip
line:e8eb1e,das ist aber ein spektakulärer fund!,now that's a spectacular find!,now that's a spectacular find!,Original,BuyRareFishQuip
line:57e063,ich werde dir {{FishPrice}} dafür geben!,i'll give you {{FishPrice}} for it!,i'll give you {{FishPrice}} for it!,Original,BuyRareFishQuip
line:231720,WA-WAS!?,WHA-WHAT!?,WHA-WHAT!?,Original,BuyRareFishQuip
line:cfe338,ich habe LEGENDEN von dem\n{{FishName}} auf hawk peak gehört,i've heard LEGENDS of the\n{{FishName}} at hawk peak,i've heard LEGENDS of the\n{{FishName}} at hawk peak,Original,BuyRareFishQuip
line:19bd98,aber hier ist er...,but here it is...,but here it is...,Original,BuyRareFishQuip
line:ba2d62,...vor MEINEN EIGENEN AUGEN!!,...in front of MY VERY OWN EYES!!,...in front of MY VERY OWN EYES!!,Original,BuyRareFishQuip
line:ca47a0,claire,claire,claire,Original,BuyRareFishQuip
line:ece6f1,ich werde dir {{FishPrice}}\nmünzen für diesen fang geben,i'll be givin' ya {{FishPrice}}\ncoins for this catch,i'll be givin' ya {{FishPrice}}\ncoins for this catch,Original,BuyRareFishQuip
line:b283cd,hier,here,here,Original,FishingTutorialBegin
line:34583b,ich leihe dir meine ersatzrute,i'll lend ya my spare rod,i'll lend ya my spare rod,Original,FishingTutorialBegin
line:6339c3,Lieber Schilderleser:,Dear Sign Reader:,Dear Sign Reader:,Original,AveryBuildingSignStart
line:41138b,Magst du es Schilder zu lesen?,Do you like reading signs?,Do you like reading signs?,Original,AveryBuildingSignStart
line:f55731,"Ich gehe davon aus, da dies gerade auch so ist.","I assume so, since this\nis happening right now.","I assume so, since this\nis happening right now.",Original,AveryBuildingSignStart
line:dc8306,Nun...,Well...,Well...,Original,AveryBuildingSignStart
line:3d605e,...Ich kann dir etwas viel\nbesseres als lesen vorstellen!,...I can introduce you to\nsomething WAY better than reading!,...I can introduce you to\nsomething WAY better than reading!,Original,AveryBuildingSignStart
line:22768c,Zwei Wörter:,Two words:,Two words:,Original,AveryBuildingSignStart
line:1995fc,PARKOUR,PARKOUR,PARKOUR,Original,AveryBuildingSignStart
line:5bca9d,RENNEN,RACE,RACE,Original,AveryBuildingSignStart
line:279e34,PARKOUR RENNEN!!,PARKOUR RACE!!,PARKOUR RACE!!,Original,AveryBuildingSignStart
line:b2c7ee,"Ich werde gleich wieder zurück\nsein, nachdem ich die Ziellinie am\n<color=yellow>verlassenen Gebäude</color> aufgestellt habe.",I'll be back right after I set up the\nfinish line at the <color=yellow>abandoned building.</color>,I'll be back right after I set up the\nfinish line at the <color=yellow>abandoned building.</color>,Original,AveryBuildingSignStart
line:867ec1,-Avery,-Avery,-Avery,Original,AveryBuildingSignStart
line:a8922b,hmm,hmm,hmm,Player,AveryBuildingSignStart
